User_ID,Age,Gender,Occupation,Game_Type,Daily_Gaming_Hours,Weekly_Gaming_Hours,Primary_Gaming_Time,Sleep_Hours,Stress_Level,Focus_Level,Academic_or_Work_Score,Productivity_Level,Performance_Impact
U0246,33,Male,Working Professional,Strategy,5.7,39.9,Evening,5.3,6,9,59,60,Negative
U0247,33,Female,Working Professional,Simulation,4.1,28.7,Morning,7.4,8,3,83,87,Neutral
U0248,29,Male,Student,Simulation,4.8,33.6,Night,5.9,3,3,70,75,Negative
U0249,18,Male,Working Professional,Strategy,4.2,29.4,Night,6.1,7,9,82,78,Neutral
U0250,32,Male,Working Professional,Action,4.6,32.2,Evening,6.7,5,6,78,79,Neutral
U0251,27,Female,Working Professional,Strategy,1.1,7.7,Night,6.2,3,3,64,64,Neutral
U0252,20,Female,Student,Casual,3.2,22.4,Morning,6.4,9,8,83,83,Neutral
U0253,34,Male,Student,Puzzle,0.6,4.2,Night,5.9,3,8,65,63,Neutral
U0254,31,Female,Student,Casual,2.8,19.6,Night,6.3,8,8,66,63,Neutral
U0255,24,Female,Student,Simulation,5.4,37.8,Morning,6.3,8,6,55,53,Neutral
U0256,21,Female,Working Professional,Simulation,4.9,34.3,Night,6.6,7,5,67,69,Neutral
U0257,29,Female,Student,Casual,2.2,15.4,Night,6.1,8,7,62,62,Neutral
U0258,21,Male,Working Professional,Action,4.9,34.3,Morning,8.2,3,8,63,63,Neutral
U0259,30,Female,Student,Sports,2.6,18.2,Night,5.1,8,6,93,90,Neutral
U0260,27,Male,Student,Puzzle,3.5,24.5,Evening,8.2,4,7,65,67,Neutral
U0261,30,Female,Working Professional,Casual,3.9,27.3,Evening,8.0,2,6,63,61,Neutral
U0262,18,Male,Working Professional,Action,2.8,19.6,Evening,7.9,9,4,60,64,Neutral
U0263,34,Male,Student,Puzzle,1.7,11.9,Night,5.7,9,7,86,89,Neutral
U0264,24,Female,Student,Casual,5.0,35.0,Night,6.0,2,9,83,86,Neutral
U0265,20,Female,Student,Strategy,4.6,32.2,Morning,5.7,2,6,71,71,Negative
U0266,31,Male,Student,Strategy,5.0,35.0,Morning,6.9,7,9,94,99,Neutral
U0267,28,Female,Working Professional,Simulation,4.9,34.3,Evening,6.8,6,7,89,86,Neutral
U0268,26,Male,Student,Strategy,5.7,39.9,Morning,6.6,3,4,81,76,Neutral
U0269,26,Female,Working Professional,Sports,4.4,30.8,Morning,7.8,8,6,64,68,Neutral
U0270,29,Female,Working Professional,Puzzle,4.0,28.0,Night,8.0,3,6,87,86,Neutral
U0271,29,Male,Working Professional,Strategy,0.5,3.5,Evening,7.6,3,8,84,89,Positive
U0272,35,Male,Working Professional,Puzzle,5.0,35.0,Night,6.5,7,9,73,73,Neutral
U0273,32,Female,Student,Sports,4.7,32.9,Morning,4.7,9,3,62,59,Negative
U0274,29,Female,Student,Puzzle,6.0,42.0,Night,8.1,6,4,72,68,Neutral
U0275,31,Male,Student,Action,5.5,38.5,Morning,5.2,8,8,74,72,Negative
U0276,18,Female,Student,Sports,3.1,21.7,Night,5.0,5,7,83,78,Neutral
U0277,28,Female,Working Professional,Strategy,1.2,8.4,Evening,4.8,8,3,61,57,Neutral
U0278,34,Male,Student,Sports,4.8,33.6,Evening,7.5,4,8,64,60,Neutral
U0279,32,Male,Student,Action,4.5,31.5,Morning,7.0,4,6,94,99,Neutral
U0280,22,Male,Working Professional,Casual,4.6,32.2,Morning,6.9,8,5,82,82,Neutral
U0281,27,Male,Student,Casual,1.9,13.3,Evening,6.9,6,9,56,61,Neutral
U0282,25,Female,Student,Simulation,2.1,14.7,Morning,4.7,5,6,79,75,Neutral
U0283,29,Male,Working Professional,Action,5.9,41.3,Morning,8.2,4,6,91,92,Neutral
U0284,34,Female,Working Professional,Sports,3.7,25.9,Night,4.6,5,3,58,59,Neutral
U0285,20,Male,Student,Simulation,2.7,18.9,Evening,7.1,4,5,60,59,Neutral
U0286,19,Male,Student,Sports,2.6,18.2,Morning,7.0,3,5,82,80,Neutral
U0287,18,Male,Student,Strategy,3.0,21.0,Evening,6.9,6,8,66,62,Neutral
U0288,26,Male,Student,Puzzle,5.7,39.9,Evening,6.6,6,4,78,75,Neutral
U0289,29,Male,Working Professional,Simulation,2.0,14.0,Morning,4.8,3,6,84,87,Neutral
U0290,34,Male,Student,Action,2.5,17.5,Morning,5.5,3,7,62,60,Neutral
U0291,31,Male,Working Professional,Strategy,0.8,5.6,Evening,6.0,4,4,57,60,Neutral
U0292,34,Male,Student,Strategy,5.5,38.5,Night,5.8,3,7,78,74,Negative
U0293,28,Male,Working Professional,Action,5.9,41.3,Evening,8.3,3,6,73,72,Neutral
U0294,32,Female,Working Professional,Strategy,1.6,11.2,Night,6.8,6,8,94,92,Neutral
U0295,18,Male,Working Professional,Casual,5.5,38.5,Night,7.5,5,4,55,56,Neutral
U0296,21,Male,Student,Sports,5.3,37.1,Evening,8.3,2,9,79,78,Neutral
U0297,19,Male,Working Professional,Casual,5.8,40.6,Evening,8.4,4,8,72,68,Neutral
U0298,30,Male,Student,Sports,3.0,21.0,Night,7.5,3,7,63,68,Neutral
U0299,28,Female,Working Professional,Puzzle,5.8,40.6,Morning,5.4,6,9,75,76,Negative
U0300,32,Female,Working Professional,Sports,0.9,6.3,Morning,5.3,3,4,61,58,Neutral
U0301,26,Male,Student,Strategy,3.4,23.8,Night,8.4,5,6,74,76,Neutral
U0302,20,Male,Working Professional,Sports,2.2,15.4,Night,7.3,2,4,75,72,Neutral
U0303,35,Male,Student,Sports,0.8,5.6,Morning,5.7,4,3,80,82,Neutral
U0304,24,Female,Working Professional,Casual,4.9,34.3,Night,5.1,2,3,69,66,Negative
U0305,20,Male,Working Professional,Strategy,5.7,39.9,Morning,4.8,6,9,59,54,Negative
U0306,19,Male,Working Professional,Casual,5.5,38.5,Evening,7.8,7,3,57,59,Neutral
U0307,23,Female,Working Professional,Sports,3.2,22.4,Morning,6.0,8,4,77,75,Neutral
U0308,31,Female,Student,Action,0.7,4.9,Evening,7.0,5,8,73,75,Positive
U0309,30,Female,Working Professional,Simulation,2.6,18.2,Evening,6.2,5,8,89,84,Neutral
U0310,18,Female,Student,Action,2.4,16.8,Evening,6.8,7,6,72,69,Neutral
U0311,23,Male,Student,Casual,0.8,5.6,Morning,8.5,7,9,92,90,Positive
U0312,30,Female,Student,Strategy,2.0,14.0,Morning,7.8,2,9,69,73,Positive
U0313,22,Male,Working Professional,Simulation,3.8,26.6,Evening,7.7,7,7,56,56,Neutral
U0314,18,Female,Student,Puzzle,1.5,10.5,Night,4.7,2,4,93,91,Neutral
U0315,18,Male,Student,Action,1.6,11.2,Night,5.0,4,9,75,70,Neutral
U0316,21,Female,Working Professional,Puzzle,5.2,36.4,Morning,8.3,7,8,80,84,Neutral
U0317,28,Male,Working Professional,Strategy,5.9,41.3,Night,7.4,8,9,95,97,Neutral
U0318,23,Male,Working Professional,Simulation,3.7,25.9,Morning,5.2,6,8,73,70,Neutral
U0319,33,Male,Working Professional,Casual,1.5,10.5,Morning,5.8,5,8,91,87,Neutral
U0320,28,Female,Student,Puzzle,1.8,12.6,Morning,8.4,4,8,60,65,Positive
U0321,19,Female,Working Professional,Casual,1.9,13.3,Evening,4.8,6,9,61,56,Neutral
U0322,30,Male,Working Professional,Simulation,5.8,40.6,Night,8.0,9,6,77,80,Neutral
U0323,18,Female,Working Professional,Action,4.7,32.9,Morning,5.4,9,3,57,56,Negative
U0324,20,Female,Working Professional,Casual,2.4,16.8,Morning,8.1,4,8,59,62,Neutral
U0325,28,Male,Student,Sports,2.9,20.3,Night,7.1,8,4,58,54,Neutral
U0326,25,Male,Student,Sports,3.5,24.5,Night,8.2,6,8,73,72,Neutral
U0327,20,Female,Working Professional,Strategy,3.5,24.5,Morning,6.5,2,5,55,56,Neutral
U0328,27,Female,Working Professional,Sports,0.6,4.2,Night,5.2,6,3,85,81,Neutral
U0329,29,Male,Working Professional,Action,2.0,14.0,Evening,7.1,8,4,78,79,Positive
U0330,21,Male,Working Professional,Simulation,2.9,20.3,Evening,5.6,6,7,58,55,Neutral
U0331,31,Female,Student,Sports,5.8,40.6,Evening,6.9,2,9,79,82,Neutral
U0332,22,Male,Working Professional,Strategy,0.9,6.3,Morning,8.1,2,7,91,94,Positive
U0333,31,Male,Student,Simulation,5.8,40.6,Evening,7.7,4,3,82,78,Neutral
U0334,30,Female,Working Professional,Simulation,2.3,16.1,Evening,7.4,3,3,79,82,Neutral
U0335,22,Male,Student,Simulation,5.5,38.5,Morning,4.5,8,3,81,78,Negative
U0336,33,Female,Student,Strategy,4.8,33.6,Evening,8.0,7,6,71,72,Neutral
U0337,25,Male,Working Professional,Puzzle,2.7,18.9,Evening,7.0,8,3,80,80,Neutral
U0338,21,Male,Student,Puzzle,0.6,4.2,Night,7.8,6,5,72,74,Positive
U0339,20,Male,Working Professional,Strategy,2.9,20.3,Evening,7.8,6,8,81,85,Neutral
U0340,23,Male,Working Professional,Casual,4.6,32.2,Night,7.5,7,9,58,61,Neutral
U0341,19,Male,Student,Sports,2.7,18.9,Morning,7.6,2,4,67,65,Neutral
U0342,30,Male,Student,Strategy,5.5,38.5,Evening,7.3,6,5,84,87,Neutral
U0343,29,Male,Working Professional,Casual,3.2,22.4,Night,6.3,9,7,90,90,Neutral
U0344,25,Male,Student,Puzzle,1.0,7.0,Night,4.6,2,4,91,89,Neutral
U0345,23,Male,Student,Puzzle,2.8,19.6,Night,4.6,2,6,63,68,Neutral
U0346,32,Female,Student,Sports,4.9,34.3,Evening,5.7,6,6,79,79,Negative
U0347,34,Female,Working Professional,Puzzle,4.2,29.4,Night,7.8,8,7,61,56,Neutral
U0348,26,Female,Student,Strategy,1.1,7.7,Night,4.8,6,8,75,74,Neutral
U0349,22,Male,Working Professional,Puzzle,4.7,32.9,Evening,8.1,8,8,75,80,Neutral
U0350,28,Male,Working Professional,Casual,5.5,38.5,Evening,6.1,2,7,91,89,Neutral
U0351,22,Female,Student,Casual,3.3,23.1,Evening,7.9,4,5,61,63,Neutral
U0352,28,Female,Working Professional,Simulation,4.1,28.7,Evening,5.4,5,8,74,75,Negative
U0353,20,Female,Student,Simulation,3.1,21.7,Morning,5.0,2,9,95,99,Neutral
U0354,22,Male,Working Professional,Sports,5.3,37.1,Night,6.0,6,6,58,55,Neutral
U0355,33,Female,Student,Puzzle,5.4,37.8,Night,8.4,4,5,66,62,Neutral
U0356,23,Female,Student,Strategy,0.8,5.6,Night,6.3,5,9,65,69,Neutral
U0357,19,Male,Working Professional,Action,2.9,20.3,Evening,6.2,8,6,79,74,Neutral
U0358,25,Male,Working Professional,Puzzle,4.7,32.9,Morning,6.6,2,8,55,60,Neutral
U0359,27,Female,Working Professional,Casual,1.1,7.7,Night,6.5,6,4,59,54,Neutral
U0360,24,Male,Working Professional,Action,3.8,26.6,Morning,5.9,4,5,86,86,Neutral
U0361,34,Male,Student,Puzzle,1.7,11.9,Night,8.4,5,8,56,60,Positive
U0362,19,Male,Student,Casual,4.1,28.7,Morning,4.6,6,9,89,93,Negative
U0363,26,Female,Student,Strategy,0.8,5.6,Night,5.0,9,6,62,65,Neutral
U0364,34,Female,Student,Sports,4.3,30.1,Morning,4.5,8,8,61,66,Negative
U0365,24,Male,Working Professional,Simulation,3.3,23.1,Morning,7.0,6,3,61,63,Neutral
U0366,24,Female,Working Professional,Strategy,2.5,17.5,Morning,6.1,4,3,90,92,Neutral
U0367,33,Male,Student,Simulation,0.6,4.2,Morning,4.9,3,9,91,96,Neutral
U0368,27,Female,Working Professional,Action,4.5,31.5,Morning,4.9,6,8,69,71,Negative
U0369,21,Male,Student,Action,5.0,35.0,Morning,8.0,6,5,75,76,Neutral
U0370,20,Female,Working Professional,Strategy,4.1,28.7,Morning,5.2,7,6,94,93,Negative
U0371,31,Male,Student,Strategy,2.7,18.9,Night,8.3,6,9,79,81,Neutral
U0372,33,Female,Student,Simulation,4.5,31.5,Evening,8.4,4,3,81,85,Neutral
U0373,31,Female,Student,Action,4.8,33.6,Evening,6.9,4,6,86,82,Neutral
U0374,34,Male,Working Professional,Casual,4.1,28.7,Night,4.5,5,8,76,79,Negative
U0375,19,Male,Student,Simulation,1.9,13.3,Evening,5.9,8,4,90,94,Neutral
U0376,25,Female,Working Professional,Action,5.2,36.4,Night,8.0,3,9,86,86,Neutral
U0377,32,Female,Working Professional,Action,1.7,11.9,Evening,7.1,8,9,70,66,Positive
U0378,30,Female,Student,Simulation,3.0,21.0,Night,5.0,9,8,56,52,Neutral
U0379,32,Female,Working Professional,Action,0.5,3.5,Morning,4.9,6,7,90,88,Neutral
U0380,21,Male,Student,Action,5.1,35.7,Evening,5.8,9,8,78,80,Negative
U0381,21,Male,Student,Sports,2.5,17.5,Morning,7.0,6,7,88,88,Neutral
U0382,24,Male,Student,Sports,5.0,35.0,Morning,7.5,8,3,71,75,Neutral
U0383,21,Female,Working Professional,Casual,3.0,21.0,Night,7.6,7,3,81,76,Neutral
U0384,35,Female,Working Professional,Simulation,5.8,40.6,Morning,5.0,9,3,88,83,Negative
U0385,28,Female,Working Professional,Simulation,4.3,30.1,Night,5.2,4,3,79,84,Negative
U0386,22,Female,Working Professional,Casual,4.7,32.9,Night,5.6,7,5,83,80,Negative
U0387,27,Female,Student,Casual,5.2,36.4,Night,7.3,5,4,68,72,Neutral
U0388,35,Female,Working Professional,Casual,5.9,41.3,Night,5.2,7,8,62,62,Negative
U0389,21,Male,Working Professional,Strategy,5.4,37.8,Morning,6.6,8,9,55,58,Neutral
U0390,19,Female,Student,Simulation,4.2,29.4,Morning,5.3,4,5,71,68,Negative
U0391,25,Female,Student,Sports,2.5,17.5,Evening,6.3,5,8,90,91,Neutral
U0392,26,Male,Working Professional,Strategy,2.8,19.6,Night,7.7,7,7,58,53,Neutral
U0393,32,Male,Student,Strategy,4.4,30.8,Morning,7.1,5,9,67,66,Neutral
U0394,26,Male,Student,Simulation,4.5,31.5,Evening,5.0,2,6,72,75,Negative
U0395,19,Female,Working Professional,Simulation,0.5,3.5,Night,6.4,4,3,64,64,Neutral
U0396,34,Male,Student,Sports,2.5,17.5,Night,7.6,7,7,69,66,Neutral
U0397,29,Female,Student,Simulation,3.5,24.5,Night,4.9,5,4,76,76,Neutral
U0398,25,Male,Student,Casual,3.1,21.7,Evening,6.7,2,3,77,79,Neutral
U0399,27,Male,Working Professional,Simulation,2.6,18.2,Night,7.7,3,6,71,74,Neutral
U0400,21,Male,Student,Casual,3.0,21.0,Morning,4.7,5,5,87,83,Neutral
U0401,24,Female,Student,Casual,1.7,11.9,Night,7.0,5,9,82,78,Positive
U0402,19,Male,Working Professional,Simulation,1.3,9.1,Morning,6.3,7,3,60,56,Neutral
U0403,30,Female,Working Professional,Action,3.7,25.9,Evening,5.4,6,6,79,81,Neutral
U0404,20,Female,Student,Puzzle,4.2,29.4,Night,6.6,3,9,92,87,Neutral
U0405,18,Female,Student,Simulation,2.2,15.4,Morning,4.8,9,6,80,85,Neutral
U0406,29,Male,Student,Action,1.3,9.1,Morning,6.1,6,8,64,63,Neutral
U0407,24,Female,Student,Strategy,0.5,3.5,Morning,6.9,3,5,68,68,Neutral
U0408,19,Female,Student,Puzzle,1.7,11.9,Night,7.8,5,3,66,71,Positive
U0409,25,Male,Working Professional,Simulation,0.9,6.3,Morning,4.9,9,5,77,74,Neutral
U0410,27,Male,Working Professional,Puzzle,5.5,38.5,Evening,5.8,9,5,94,99,Negative
U0411,29,Male,Working Professional,Sports,1.4,9.8,Evening,5.8,5,8,82,81,Neutral
U0412,20,Female,Student,Simulation,2.9,20.3,Morning,7.6,9,7,61,58,Neutral
U0413,34,Male,Working Professional,Simulation,1.9,13.3,Morning,8.0,3,8,59,54,Positive
U0414,30,Male,Working Professional,Strategy,5.5,38.5,Evening,6.7,9,8,64,64,Neutral
U0415,25,Male,Student,Sports,3.3,23.1,Morning,4.9,7,7,55,60,Neutral
U0416,19,Male,Working Professional,Strategy,1.5,10.5,Morning,8.3,4,8,85,85,Positive
U0417,33,Female,Student,Action,2.0,14.0,Night,5.4,5,7,78,79,Neutral
U0418,35,Male,Working Professional,Casual,2.3,16.1,Evening,7.3,6,9,71,75,Neutral
U0419,25,Female,Working Professional,Puzzle,2.5,17.5,Evening,7.1,3,7,71,72,Neutral
U0420,23,Male,Student,Simulation,4.9,34.3,Night,8.0,2,7,63,65,Neutral
U0421,25,Female,Working Professional,Casual,2.0,14.0,Morning,5.1,4,5,93,89,Neutral
U0422,31,Male,Student,Action,3.1,21.7,Morning,6.4,5,7,65,70,Neutral
U0423,23,Female,Student,Simulation,3.7,25.9,Evening,5.1,2,7,64,59,Neutral
U0424,24,Female,Working Professional,Sports,3.8,26.6,Morning,6.8,2,8,73,69,Neutral
U0425,34,Female,Student,Casual,1.7,11.9,Night,6.1,4,9,92,89,Neutral
U0426,22,Male,Student,Strategy,2.4,16.8,Night,6.3,3,4,79,80,Neutral
U0427,21,Male,Working Professional,Simulation,5.2,36.4,Night,6.5,8,9,64,68,Neutral
U0428,22,Male,Working Professional,Simulation,0.7,4.9,Evening,7.6,3,3,85,90,Positive
U0429,29,Male,Working Professional,Strategy,2.5,17.5,Evening,4.7,8,4,85,86,Neutral
U0430,31,Female,Student,Action,3.1,21.7,Night,5.4,3,5,93,96,Neutral
U0431,24,Female,Working Professional,Puzzle,4.6,32.2,Morning,4.5,3,7,55,56,Negative
U0432,29,Female,Working Professional,Strategy,1.4,9.8,Evening,7.1,6,5,89,90,Positive
U0433,33,Female,Working Professional,Simulation,3.5,24.5,Evening,6.7,4,5,90,93,Neutral
U0434,32,Male,Student,Strategy,4.8,33.6,Night,6.1,4,9,62,60,Neutral
U0435,18,Male,Student,Sports,2.7,18.9,Night,5.9,2,4,79,84,Neutral
U0436,19,Female,Working Professional,Simulation,2.9,20.3,Night,4.8,5,5,60,64,Neutral
U0437,33,Female,Student,Strategy,3.4,23.8,Night,7.3,2,9,66,71,Neutral
U0438,34,Male,Student,Casual,5.6,39.2,Morning,6.6,5,3,93,96,Neutral
U0439,29,Female,Working Professional,Simulation,2.5,17.5,Morning,7.1,4,3,72,73,Neutral
U0440,35,Female,Working Professional,Puzzle,3.3,23.1,Morning,7.4,3,3,90,89,Neutral
U0441,23,Female,Student,Simulation,3.8,26.6,Morning,5.3,8,7,55,54,Neutral
U0442,35,Female,Working Professional,Sports,3.3,23.1,Night,5.9,3,9,87,86,Neutral
U0443,32,Male,Working Professional,Action,3.2,22.4,Evening,5.5,7,9,84,89,Neutral
U0444,31,Female,Student,Casual,0.9,6.3,Evening,7.0,5,8,69,69,Positive
U0445,33,Female,Working Professional,Strategy,1.9,13.3,Night,4.9,7,3,90,87,Neutral
U0446,25,Female,Student,Strategy,2.0,14.0,Morning,8.3,5,6,67,65,Positive
U0447,20,Female,Student,Simulation,5.1,35.7,Morning,7.8,7,4,61,57,Neutral
U0448,33,Male,Working Professional,Sports,5.2,36.4,Morning,6.0,7,6,91,90,Neutral
U0449,34,Female,Working Professional,Casual,4.6,32.2,Morning,5.0,8,6,89,84,Negative
U0450,24,Female,Student,Puzzle,3.0,21.0,Evening,5.0,9,5,55,50,Neutral
U0451,28,Female,Student,Sports,3.9,27.3,Evening,5.5,6,4,72,74,Neutral
U0452,32,Male,Student,Simulation,1.7,11.9,Night,7.3,7,5,80,79,Positive
U0453,31,Female,Student,Strategy,1.8,12.6,Night,4.9,6,9,70,73,Neutral
U0454,34,Female,Working Professional,Puzzle,1.3,9.1,Evening,7.7,4,6,86,83,Positive
U0455,24,Female,Working Professional,Casual,3.6,25.2,Morning,6.8,8,3,65,60,Neutral
U0456,26,Female,Student,Sports,3.0,21.0,Morning,5.8,7,5,90,93,Neutral
U0457,35,Male,Working Professional,Puzzle,2.4,16.8,Evening,7.2,5,7,91,96,Neutral
U0458,27,Female,Student,Strategy,4.2,29.4,Night,6.4,9,3,79,83,Neutral
U0459,23,Female,Student,Puzzle,4.9,34.3,Evening,5.8,8,9,59,55,Negative
U0460,34,Female,Working Professional,Strategy,4.1,28.7,Morning,7.3,8,5,83,83,Neutral
U0461,24,Male,Working Professional,Action,5.2,36.4,Morning,5.0,5,8,71,67,Negative
U0462,20,Male,Working Professional,Simulation,0.9,6.3,Morning,8.0,2,3,80,83,Positive
U0463,27,Female,Student,Strategy,1.0,7.0,Night,8.2,8,5,69,67,Positive
U0464,32,Female,Working Professional,Strategy,5.1,35.7,Night,4.6,7,9,75,77,Negative
U0465,31,Female,Working Professional,Sports,3.5,24.5,Night,6.9,9,8,95,99,Neutral
U0466,22,Female,Student,Action,1.7,11.9,Night,4.9,6,5,81,80,Neutral
U0467,18,Female,Working Professional,Puzzle,5.0,35.0,Morning,7.9,7,5,85,88,Neutral
U0468,29,Male,Working Professional,Simulation,4.7,32.9,Evening,7.7,5,9,55,58,Neutral
U0469,26,Male,Working Professional,Casual,2.7,18.9,Morning,5.2,8,9,79,77,Neutral
U0470,31,Male,Student,Strategy,3.3,23.1,Morning,7.7,6,5,89,88,Neutral
U0471,24,Female,Student,Strategy,2.1,14.7,Morning,7.0,9,5,94,96,Neutral
U0472,32,Male,Student,Action,5.8,40.6,Morning,4.6,3,5,72,69,Negative
U0473,32,Male,Working Professional,Action,0.6,4.2,Morning,5.4,8,5,86,86,Neutral
U0474,24,Female,Working Professional,Action,0.8,5.6,Morning,7.6,3,7,85,82,Positive
U0475,19,Male,Working Professional,Casual,5.9,41.3,Morning,7.4,8,9,83,81,Neutral
U0476,23,Male,Student,Puzzle,3.4,23.8,Evening,8.4,9,6,74,74,Neutral
U0477,25,Female,Working Professional,Action,4.0,28.0,Morning,5.3,2,9,68,64,Negative
U0478,19,Female,Student,Puzzle,4.9,34.3,Morning,6.8,8,9,70,65,Neutral
U0479,19,Female,Student,Casual,1.9,13.3,Night,6.5,7,9,95,90,Neutral
U0480,29,Female,Student,Action,4.9,34.3,Night,5.0,5,5,90,95,Negative
U0481,35,Female,Working Professional,Strategy,2.6,18.2,Night,7.4,6,3,86,88,Neutral
U0482,23,Male,Student,Sports,1.5,10.5,Evening,5.9,9,5,93,96,Neutral
U0483,30,Male,Student,Simulation,5.0,35.0,Evening,6.7,9,3,95,98,Neutral
U0484,24,Female,Student,Simulation,4.8,33.6,Evening,5.5,3,8,89,90,Negative
U0485,20,Male,Student,Strategy,2.3,16.1,Morning,7.1,3,3,88,93,Neutral
U0486,30,Female,Working Professional,Action,1.6,11.2,Evening,6.4,3,3,91,96,Neutral
U0487,32,Male,Working Professional,Simulation,1.7,11.9,Night,7.4,2,4,86,82,Positive
U0488,26,Male,Student,Puzzle,5.7,39.9,Morning,6.2,7,9,58,62,Neutral
U0489,30,Male,Student,Simulation,5.7,39.9,Night,8.3,3,3,69,72,Neutral
U0490,21,Female,Working Professional,Casual,1.9,13.3,Night,7.0,4,7,90,91,Positive
U0491,28,Male,Working Professional,Puzzle,2.8,19.6,Evening,4.9,4,7,80,83,Neutral
U0492,28,Male,Student,Sports,3.5,24.5,Night,8.5,7,6,95,96,Neutral
U0493,19,Female,Student,Simulation,5.6,39.2,Morning,5.5,9,6,80,75,Negative
U0494,18,Female,Student,Action,6.0,42.0,Morning,5.7,6,4,68,68,Negative
